0	1	0	0	0
0.035217	0.99576	8.3505e-05	8.4925e-05	8.3321e-05
0.070434	0.99103	0.00033318	0.00033887	0.00033245
0.10565	0.98583	0.00074756	0.00076039	0.00074592
0.14087	0.98015	0.0013249	0.0013477	0.001322
0.17609	0.97402	0.0020631	0.0020989	0.0020587
0.2113	0.96743	0.00296	0.0030115	0.0029536
0.24652	0.9604	0.004013	0.004083	0.0040043
0.28174	0.95293	0.0052192	0.0053107	0.0052079
0.31695	0.94504	0.0065756	0.0066914	0.0065614
0.35217	0.93674	0.0080788	0.0082217	0.0080615
0.38739	0.92805	0.0097254	0.0098982	0.0097046
0.42261	0.91896	0.011512	0.011717	0.011487
0.45782	0.9095	0.013433	0.013674	0.013405
0.49304	0.89969	0.015486	0.015765	0.015454
0.52826	0.88953	0.017666	0.017986	0.017629
0.56348	0.87904	0.019969	0.020332	0.019927
0.59869	0.86824	0.022389	0.022798	0.022342
0.63391	0.85714	0.024922	0.025379	0.02487
0.66913	0.84576	0.027563	0.02807	0.027505
0.70434	0.83411	0.030306	0.030866	0.030242
0.73956	0.82222	0.033146	0.033762	0.033077
0.77478	0.81009	0.036078	0.036752	0.036003
0.81	0.79776	0.039097	0.03983	0.039015
0.84521	0.78523	0.042195	0.04299	0.042108
0.88043	0.77252	0.045369	0.046228	0.045275
0.91565	0.75966	0.048612	0.049537	0.048511
0.95086	0.74665	0.051918	0.05291	0.051811
0.98608	0.73352	0.055282	0.056343	0.055168
1.0213	0.72028	0.058697	0.059829	0.058576
1.0565	0.70696	0.062158	0.063363	0.06203
1.0917	0.69357	0.065659	0.066937	0.065523
1.127	0.68013	0.069194	0.070547	0.069051
1.1622	0.66666	0.072756	0.074187	0.072606
1.1974	0.65317	0.076342	0.07785	0.076184
1.2326	0.63969	0.079943	0.08153	0.079778
1.2678	0.62622	0.083556	0.085223	0.083383
1.303	0.61279	0.087174	0.088921	0.086994
1.3383	0.59941	0.090792	0.092621	0.090604
1.3735	0.5861	0.094404	0.096315	0.094209
1.4087	0.57287	0.098005	0.099999	0.097802
1.4439	0.55975	0.10159	0.10367	0.10138
1.4791	0.54674	0.10515	0.10731	0.10494
1.5143	0.53385	0.10869	0.11094	0.10847
1.5496	0.52111	0.1122	0.11453	0.11197
1.5848	0.50853	0.11567	0.11808	0.11543
1.62	0.49612	0.1191	0.1216	0.11885
1.6552	0.48388	0.12249	0.12507	0.12223
1.6904	0.47184	0.12583	0.12849	0.12556
1.7256	0.46	0.12911	0.13186	0.12884
1.7609	0.44838	0.13234	0.13517	0.13207
1.7961	0.43699	0.13551	0.13843	0.13523
1.8313	0.42582	0.13862	0.14161	0.13833
1.8665	0.4149	0.14166	0.14474	0.14136
1.9017	0.40423	0.14463	0.14779	0.14433
1.9369	0.39382	0.14753	0.15077	0.14722
1.9722	0.38367	0.15036	0.15367	0.15004
