0	0	0	0	0
0	-4.0826e-20	2.024e-21	6.6056e-20	-1.3058e-22
0	-1.6784e-19	-2.2989e-21	8.9232e-20	2.6862e-21
0	-4.0314e-19	4.0492e-21	5.7722e-20	-3.7787e-21
0	-6.8857e-19	-4.4957e-22	-1.3004e-21	4.4953e-21
0	-9.3175e-19	-1.7423e-20	-3.925e-20	-8.4597e-21
0	-1.0691e-18	-5.3233e-21	-2.4416e-20	6.3638e-21
0	-1.1147e-18	1.1442e-22	3.6682e-20	7.3843e-23
0	-1.1455e-18	-4.067e-23	1.0372e-19	1.3502e-21
0	-1.251e-18	-2.7207e-21	1.3366e-19	4.2751e-21
0	-1.4637e-18	1.2436e-20	1.0612e-19	-1.3477e-20
0	-1.7352e-18	-1.5097e-20	5.0326e-20	1.9274e-21
0	-1.9734e-18	-1.5813e-20	5.734e-21	2.7597e-21
0	-2.3997e-18	9.6835e-21	1.4108e-20	-1.2504e-20
0	-2.029e-18	2.4706e-22	8.1142e-19	7.2918e-22
0	-2.5944e-20	-7.8621e-22	1.4802e-18	-3.8628e-21
0	1.2899e-19	-2.2363e-22	8.1063e-19	-1.4563e-21
0	-2.3026e-19	-2.9699e-20	1.4546e-18	8.1052e-22
0	-1.1204e-18	-9.0063e-21	1.3526e-18	-6.3029e-21
0	-1.0814e-18	7.8233e-21	1.3118e-18	-6.746e-21
0	-1.0546e-18	1.4702e-20	1.1965e-18	7.3752e-21
0	-1.6035e-18	3.052e-21	1.2792e-18	2.2489e-21
0	-1.6997e-18	-2.1505e-21	1.2376e-18	6.5078e-21
0	-1.8477e-18	1.4324e-20	1.1666e-18	-6.4624e-21
0	-2.0004e-18	-1.5493e-20	1.2397e-18	-4.4278e-21
0	-2.2465e-18	3.1192e-20	1.6077e-18	4.1955e-20
0	-2.3049e-18	-1.5812e-20	1.6117e-18	-8.2469e-21
0	-6.6984e-19	1.2731e-20	6.4326e-19	-2.1041e-21
0	-7.4543e-19	-8.44e-21	6.219e-19	-4.5169e-21
0	-3.6054e-18	-6.7942e-21	3.753e-19	5.7466e-21
0	-3.5872e-18	-2.0388e-20	1.916e-19	-1.2674e-20
0	-2.711e-18	8.7031e-21	-2.5016e-19	-3.9304e-21
0	-2.7292e-18	-1.0841e-20	-2.792e-19	2.1469e-20
0	-3.6876e-18	-3.953e-21	-1.1464e-18	1.7454e-20
0	-3.9726e-18	-1.6751e-21	-1.3839e-18	-8.8959e-21
0	-3.3166e-18	-1.9831e-21	-2.6426e-18	5.162e-21
0	-3.2051e-18	-7.5074e-21	-2.7085e-18	2.2611e-21
0	-2.0604e-18	8.4859e-21	-4.0255e-18	-2.0606e-21
0	-1.9798e-18	1.7548e-20	-4.0526e-18	-1.2053e-20
0	-2.0038e-18	-6.1527e-21	-4.1177e-18	2.2952e-20
0	-6.0028e-18	-3.9551e-21	-3.2749e-18	2.3575e-21
0	-5.4441e-18	1.7257e-21	-3.57e-18	-7.8541e-21
0	-5.4484e-18	-1.4922e-21	-3.6544e-18	-2.4036e-21
0	-1.7585e-18	-1.2525e-20	-2.9248e-18	9.799e-21
0	-1.6429e-18	1.9763e-21	-2.8154e-18	-5.1404e-21
0	-1.6049e-18	1.468e-20	-2.6848e-18	7.7889e-21
0	-3.3606e-18	-1.8972e-20	-5.0088e-19	1.3298e-20
0	-3.2253e-18	6.3464e-21	-5.972e-19	-2.5305e-21
0	-1.5634e-18	8.043e-21	-6.2946e-19	-2.0497e-20
0	-2.3965e-18	-5.872e-21	-4.0052e-19	7.6511e-21
0	-2.0188e-18	3.6119e-21	-1.9233e-19	6.1592e-21
0	-1.8461e-18	-8.1403e-21	-1.2334e-19	8.8219e-21
0	-2.5475e-20	-6.3321e-21	8.7227e-19	9.6276e-21
0	2.1718e-18	1.9643e-22	-5.2372e-19	-4.3552e-20
0	2.3378e-18	3.2661e-21	-4.5734e-19	-3.3331e-20
0	2.8348e-18	-1.0868e-20	-8.2505e-19	-2.4696e-20
0	2.5385e-18	-7.5298e-21	-1.5731e-19	-1.0145e-20
0	9.5031e-19	-8.3355e-21	-3.1014e-19	4.8249e-21
0	9.4609e-19	8.5679e-23	-2.5072e-19	5.5736e-22
0	5.7836e-19	-1.3368e-20	-5.2029e-21	1.5842e-20
0	6.3295e-19	-2.3253e-20	2.9437e-20	2.882e-21
0	8.0772e-19	1.3861e-20	-7.8412e-19	-1.2125e-20
0	8.7078e-19	1.8226e-20	-8.5448e-19	-8.1639e-21
0	8.1152e-19	-9.868e-21	-1.1709e-18	1.2759e-20
