7.099467256808776883e-01	2.462602410810014520e-04	5.938298432182413612e-04	6.584622467727803581e-03	5.564650712211824390e-02	6.730242937242238675e-03	1.132296279054792889e-39	2.938677363414693927e-33	2.940167149947862693e-31	1.050785846687952534e-31	9.452873544983551776e-36	4.586288636993261780e-02	1.301614537095682365e-03	4.451066975014319406e-21	1.378683233464701730e-02	2.258672003711715973e-05	2.628439220542422246e-20	2.368635364426959270e-08	1.956536610816441131e-23	1.081881402795190138e-14	5.977995705105607635e-26
5.029009978841477713e-01	5.074252215478657069e-03	1.406909938618332821e-02	1.084216559874046221e-01	3.351268307895475251e-01	8.890045557514079932e-02	1.384797897857318269e-47	3.068342047090131700e-40	9.213141137364308713e-43	2.699875767994112983e-25	2.202897731223900983e-38	2.920231097000779066e-03	4.077353736520065129e-03	1.948179430117085234e-02	6.930134594805997979e-03	1.992008831384525867e-03	5.530261382975681234e-02	1.206722415688799878e-02	1.613725562689064669e-02	9.971888332278079073e-11	8.003041959577270742e-03
1.049612531490179955e-20	4.733479863761890644e-03	1.030367273498783084e-02	1.139872048681155464e-01	3.334915474870802088e-01	7.225912326186782753e-02	3.620599030138721303e-27	3.656594736301322949e-24	7.191991487360326190e-22	2.561843409302059910e-21	6.702852522842410990e-22	2.383269809217249818e-02	3.538091055865592036e-04	1.344651737458157838e-05	9.403940078885334703e-06	2.442404430008965517e-04	1.920778086067575011e-02	3.728666507531671476e-02	3.132942106061166743e-01	4.973643194664231907e-08	2.030325487736776239e-03
4.660639988466229750e-23	3.109130132211348953e-03	5.525250655063948177e-03	7.424856025523439429e-02	2.678916705796332565e-01	4.879084106056432585e-02	1.892981278763325940e-29	2.722429009345757315e-26	1.395445531845191579e-23	9.069947289134588537e-23	1.270142085270665185e-23	1.660953648140949326e-02	2.775848226867616219e-16	2.926965391839936936e-13	3.111936713026917747e-08	1.565662113327483154e-11	2.208579025407962518e-13	1.203427323568764633e-02	1.025995726499901226e-13	1.791836604286787835e-31	1.505029554343782116e-16
1.123233626412442510e+00	1.522613908145970451e-04	4.454210546225604792e-04	1.330938883244639319e-02	5.960966620648452952e-02	1.593375773259526462e-03	9.314125703784321541e-04	3.677894848153881876e-07	3.600856064530165543e-04	1.278632729945507047e-06	4.633120460083216762e-04	9.970885290058342440e-03	2.840009648563343415e-13	1.508757606436097326e-02	1.964253373002850577e-05	1.910410127311311398e-07	5.863057221769001244e-03	4.433769701159695255e-06	2.895837031564765240e-01	2.745106946874814889e-05	7.274908994644081750e-02
2.529421251276188776e-01	3.551256592098503983e-19	3.653858081126723896e-26	9.749637307697283552e-18	7.943040431193867329e-16	2.912014792117790665e-17	1.921077490688402655e-03	3.387512045012800854e-03	3.273949411323571340e-02	9.579902849162977296e-02	1.827658066899385397e-02	5.593960887239191663e-17	1.925253614893031660e-15	4.811385238794329783e-19	1.108113226880422714e-14	3.563054732437791731e-16	5.033809652524065973e-21	4.273638931678812714e-15	1.036762359522224152e-19	8.093673657287966972e-19	2.361498138021588028e-27
1.532819877164505250e-25	5.803626127266263458e-31	6.368511349069392987e-24	9.528330827168639261e-24	1.249842755593295190e-01	4.803021195287142915e-23	1.119394209714738098e-03	1.065841792326310345e-03	1.288445983241110968e-02	6.882860624721140698e-18	1.531603182130960791e-03	2.778158015879841348e-22	7.456362254927532007e-18	3.481854689365207091e-16	2.044685266861917176e-13	2.416399882112874400e-15	5.451402006709574893e-02	3.902501119718181284e-08	9.966005770677633464e-19	3.635661748254752280e-09	1.783334544390217380e-01
1.910779609646846566e-01	2.769596314230787403e-36	6.405670532437338917e-35	7.806369047344804474e-23	3.948299797327673552e-18	1.310774280480743890e-23	1.074165127012069671e-03	3.760898556129494384e-03	3.045773589924856417e-02	7.438701099970539132e-02	1.132324364819095076e-02	2.606734246234661389e-24	3.029957883972310343e-24	2.370998567915988400e-22	2.263262890188948761e-22	3.345213531444790367e-07	1.300666292324895922e-15	4.103743439402054299e-02	4.159438999659185862e-22	2.434431467921959469e-01	9.134275413300291077e-22
8.157794560510993609e-01	2.498398710519982585e-39	2.860102869217151355e-34	1.948665593727842069e-30	6.783523996939911819e-32	2.213916333341052541e-30	1.052869240104246495e-03	4.212854851542525980e-03	3.133790916819333833e-02	7.742737167904269191e-02	1.961724980393187573e-02	3.001752487188074129e-28	1.619130443133672179e-30	4.948017601617196187e-21	3.371704004287086963e-24	2.183730977603000248e-13	3.729659939163663824e-18	1.562316103775239322e-02	1.876710123942663753e-21	1.484835395324729057e-10	9.052872458648201907e-19
2.626382927428062009e-01	7.791357407458600771e-04	2.814285361640461204e-03	2.736537572168326951e-02	9.179298370660705919e-02	1.634953970818944433e-02	4.541865993290677770e-42	7.637317993762852570e-44	2.006801488145218100e-42	3.096667152945306782e-24	8.623040542079339604e-40	4.150982462919260368e-14	7.704531060604265471e-15	3.374783764742602087e-06	1.805271686532432602e-10	2.795522683204641236e-03	1.876668342369795794e-02	3.745884937279767794e-03	1.104164593946005274e-01	9.732132727445962903e-11	4.002704863083807185e-02
