1.573548863460974556e-02	1.114146188844744416e-03	1.636876392000068256e-03	5.835089660041419858e-03	2.610164208162209579e-03	1.184379754485401616e-03	1.027981605600238076e-28	1.079294434521874420e-28	4.442626419489076804e-42	1.592253694016980601e-30	1.054346585178329219e-27	4.708074509055618778e-02	1.252827277089433483e-19	4.974708778635796302e-01	4.275552956140303651e-35	9.603036234395319391e-21	1.424634437147013488e-01	2.918383599718069258e-10	2.960265938730201790e-38	4.868327298252723777e-20	5.773870553544327526e-08
1.684477431960876986e-02	1.123820912292306136e-03	1.694280255597946719e-03	5.701438449747499304e-03	2.660640524349269006e-03	1.038309033089894603e-03	3.790588731858706388e-35	7.225810760289374134e-39	3.132073456420101447e-36	2.009045736063214238e-36	1.938769256007637965e-34	2.921888018796418504e-02	2.252576836254373962e-23	6.134755456895312209e-01	2.640079693405727790e-42	1.608539077342108509e-28	7.875733924606054259e-07	2.375458856678361623e-12	1.069755240756390154e-16	1.005274672740897188e-24	4.880078979817073555e-20
1.756147879119441049e-02	1.115819689230798184e-03	1.724779924640659247e-03	5.399179382973550052e-03	2.663203660106870912e-03	9.073415614548186034e-04	3.894803237458765636e-39	1.282284737095018483e-36	9.385706112657404308e-39	7.425819176659774949e-36	6.723089624636136596e-36	6.786651795134515663e-02	1.371643447836581377e-10	6.919419733578930920e-01	1.899049887601315576e-11	8.266956064131822416e-14	8.757755840645291864e-06	2.572691936681961392e-06	2.916562995562829106e-10	4.664327402706835245e-20	1.188657910618552328e-09
1.792637605402720366e-02	1.051130011528624139e-03	1.615868304598498239e-03	5.321741888435283299e-03	2.488083022733404443e-03	8.187317245037868847e-04	1.036348033483208338e-42	2.669094872250080205e-34	1.957346485190863123e-35	3.722440125349634410e-35	2.631472818564339593e-36	1.668283429451456953e-02	1.662501652460568122e-02	6.250871930762862405e-01	1.720007489327642912e-09	6.454716246828748512e-03	1.180808879999950024e-02	8.352248174704064688e-05	4.879345816671969438e-07	1.796168645051525713e-12	5.785260810531800151e-08
1.798739261960615593e-02	1.448159336488844462e-03	1.654352065125834839e-03	5.145512127537905239e-03	1.089956928439276629e-03	5.270990881994850989e-04	2.100441313311221272e-12	2.291294299765713695e-12	7.648719824356621653e-14	5.187401294780745386e-16	9.629484561423604660e-13	5.093095992398583016e-02	5.606023497945498112e-03	4.347633672201534397e-11	8.255445766855704082e-03	4.363488830460842023e-03	2.014502630981198947e-08	2.527711317627325551e-07	5.776722870551453254e-02	2.234221497863283709e-02	1.535843853731999859e-06
1.780967996240370027e-02	8.021848516145170267e-04	1.102728327783013707e-03	5.956193066475790401e-03	1.713087740709256374e-03	7.359600402153973313e-04	6.052310341942350352e-36	8.686439226994765058e-38	1.163378648072906408e-34	1.728453836822255143e-34	4.783583572216184549e-32	3.212540738696571606e-05	5.130103831980581397e-02	3.922790011153778900e-01	2.181701279093502949e-02	5.420072400176033367e-02	1.102882665827350644e-01	1.424197527070878138e-04	4.047681681757304278e-02	3.831121258258416492e-05	5.080594235090633006e-06
1.744473159249815622e-02	6.812226264786968178e-04	9.541767172602489636e-04	6.302167852744009965e-03	1.534664845866055838e-03	2.676480490803771284e-04	1.148691930928763854e-36	1.699150779503848694e-41	5.818275068781035290e-42	4.648709122043047228e-39	1.945795702387799237e-44	3.165443187566986702e-10	5.725597691447117249e-02	4.637121577019092111e-01	6.030054942043235056e-02	6.960892531267187655e-02	1.078118824165597954e-10	1.618738465366875068e-33	6.201408741972915667e-02	3.120618526204655893e-02	4.730981682591516501e-05
1.694369367471056445e-02	1.339269559984689615e-03	1.348223613574965965e-03	4.546781654272108453e-03	1.299892635436619964e-03	6.285533553250840372e-04	1.698484497932944575e-11	1.661346694335805729e-11	5.894792383801473869e-12	1.839813455461144132e-11	2.051737240936078215e-11	1.181955274756754786e-07	1.659786586562752436e-02	5.277576734405278979e-12	3.613975091238500609e-02	3.962592639365072889e-02	2.393783438573740694e-08	9.425311850169777045e-03	2.472622681189311222e-02	1.341908490591788017e-02	2.378162337649130677e-04
1.640420275107036183e-02	6.355845108042206633e-04	6.542057353783666419e-04	6.886011966253484384e-03	7.961856890161026715e-04	2.492731077945722288e-05	8.059963750938552444e-08	3.691004841300775255e-04	2.088297958559435109e-08	6.713829760637072700e-07	1.019848824728605752e-05	3.551639763803171775e-14	8.304832614813340008e-02	7.259103865211296040e-05	2.313656650825149652e-01	9.818774228205283394e-02	2.482627108314218435e-11	3.586135901106316674e-07	6.319959058713568723e-02	1.703649739413182901e-02	1.265300958201936746e-06
1.715016892136966842e-02	2.083100231578934211e-07	1.471933540874323875e-04	6.489937219062732673e-03	3.519822754271899929e-10	6.783293745642269646e-11	3.293375936974985449e-08	1.349247849019740569e-02	7.950832876603208116e-03	1.862143348528742787e-06	5.553458117044770463e-05	1.721128564278026396e-05	1.358646942197488106e-01	3.043028228599631944e-08	3.455801365803550795e-01	1.690125437287367735e-02	1.977603307664818344e-01	1.331794563065102563e-02	1.154068731061408809e-01	4.344734141357545649e-05	6.319338088023479809e-05
