3.000000000000000000e+01	1.406322185448888873e-01	5.342786810189927276e-04	4.956683989236771847e-04	1.429272394915035880e-03	5.066441943474189920e-03	1.443735248487474547e-03	3.298408990311511466e-26	1.245224541606390809e-27	1.678938591437515438e-28	4.843063334245941190e-34	5.724355941877072841e-30	1.455643253027780748e-01	2.805522351718945165e-02	5.437300182048745418e-17	5.910228341767661403e-02	8.053581343893883654e-15	8.511545050713285035e-21	3.723562869528689276e-08	7.051455959333512624e-09	4.036139446644488107e-04	4.846983574245534155e-08
3.500000000000000000e+01	1.756523750507871517e-01	8.907907651616263616e-04	8.038983124613182599e-04	2.192346526329767495e-03	6.429381442656591575e-03	1.959280554094736983e-03	5.948024002953876000e-25	4.683060104476145035e-24	2.354004119154539626e-23	1.102638574195565943e-24	6.616483927694053526e-24	9.027748317421646629e-02	2.112491637693631255e-02	3.335663193074613464e-12	8.294781904576520315e-02	1.048367235356639202e-19	1.555421192096148586e-11	4.055562599853744133e-09	1.566449812630713272e-22	1.848550051273069227e-10	7.163894472249205461e-17
4.000000000000000000e+01	2.229643166329721704e-01	1.686539117116198387e-03	1.272205165493485663e-03	3.634435890811206146e-03	8.894577737098993686e-03	2.805664714681548998e-03	3.477965883230950156e-26	1.756960694548089858e-25	1.356485130905668699e-25	3.733404109083125061e-31	1.817044470792276838e-26	1.256021875242549213e-01	1.277193650886513342e-02	1.660442562020539954e-09	8.419733997506391454e-02	1.370066080916579567e-16	2.545702180208383251e-22	1.381913139825691710e-14	6.816886278861781689e-20	1.563656201572205844e-15	3.132165745433282258e-31
4.500000000000000000e+01	2.991773026389481505e-01	3.414352537363768772e-03	3.449270721333752218e-03	7.644676434190434029e-03	1.595188380153794022e-02	5.613077878715582239e-03	2.186075434951275283e-25	2.826998857315327401e-24	1.162311289190616558e-23	9.393522129777198514e-26	6.241877659467310684e-24	2.991823545763719339e-02	1.647833489045200453e-02	8.961303964392701438e-03	6.517729148383295812e-02	2.318183085474475290e-12	7.388318030726746507e-11	3.643177531886041389e-08	3.944486917844714923e-05	2.070489124751747516e-07	5.639243413851268089e-06
5.000000000000000000e+01	2.181751102502245410e-01	9.832952559645107005e-03	1.182814767040547312e-02	2.093149893968832345e-02	3.486618458940692750e-02	1.724457947729693061e-02	1.388332324540196384e-40	1.063788380704166678e-37	1.857489436178212071e-31	2.014405593398803021e-26	1.695357126896042046e-32	2.742484014789925255e-03	2.466666480363900738e-02	3.768294604802526621e-02	3.286833465293181877e-02	4.183329368143916781e-03	3.478477213212020913e-02	1.492715025513114031e-02	1.614527038275225673e-02	9.953227501569275925e-11	1.425176973134369487e-02
5.500000000000000000e+01	5.723439318131676077e-17	8.547021541272457543e-03	1.007605900408162919e-02	2.209312373478750091e-02	3.950024629448905394e-02	1.655945523033040476e-02	6.096762321848594468e-35	5.140457900711736815e-21	3.267165664425620084e-18	1.785005470025988594e-17	1.079887370284258196e-18	1.904500209796402763e-02	1.863114617694339143e-06	1.432180859477856331e-02	1.828770822376093313e-02	1.272496708105216466e-04	4.605164565662360509e-04	1.558149566892012318e-02	1.483688665492269472e-02	4.739111398590251661e-11	1.985999559735404955e-04
6.000000000000000000e+01	5.275945624708416568e-16	8.924187495239550849e-03	9.909538643267034111e-03	2.241371267195366515e-02	3.834535149748204141e-02	1.597888036244866916e-02	4.334847514296106330e-28	5.975951972696878838e-19	4.697143090230685978e-17	2.422382500923131316e-16	3.102990935800540300e-17	2.450681397572780293e-02	8.657083714398499871e-05	1.337523658253905734e-02	2.092755431074810532e-02	5.889162629645219946e-04	1.130808343776019173e-04	1.654346673801087783e-02	3.068219305670330174e-02	5.330790452143516747e-11	6.664430882180008998e-05
6.500000000000000000e+01	1.776342123298699875e-16	9.475367903205451567e-03	8.904954071826344866e-03	2.228426310381231151e-02	3.677022018156498456e-02	1.508805228585191095e-02	4.303983271126028492e-23	1.585625038985482043e-18	1.423053999429352605e-16	1.224110644971876338e-16	3.727356010801165449e-17	6.026984607441782799e-02	9.416882005697064465e-04	4.919245116619212592e-03	2.226513843887259134e-02	5.467344732733696593e-05	9.714904286027956429e-03	2.057890292720862893e-02	4.533943204989702297e-02	7.754483516169004501e-11	2.287099809205442140e-03
7.000000000000000000e+01	2.843853176833446134e-16	9.339661043763854489e-03	8.583738901220808529e-03	2.211071242216901961e-02	3.443521061825277618e-02	1.350227607694868930e-02	6.344279072328292878e-24	1.723729788337525112e-18	7.147573463383376420e-17	1.554471488264173870e-16	3.411429092792756625e-17	3.847040413851316593e-02	1.108193086264338818e-04	2.892410169643961845e-03	3.789987492823185256e-02	9.039564134432433867e-03	7.354444098797726747e-05	5.915509218461656725e-05	9.332203751943377035e-02	2.133543060949025932e-02	2.687305772373146324e-05
7.500000000000000000e+01	2.445159699558049362e-21	9.148771302010038492e-03	7.641275691959915906e-03	2.110263246358534683e-02	3.191747639018717442e-02	1.247320709246947656e-02	2.942173431215175224e-29	3.095171269902773485e-24	3.507993874365922304e-22	1.277975814712318031e-21	7.096732514931368680e-23	4.394862630286169164e-02	2.543226030526861523e-06	4.077838608486439483e-03	3.543370387588580528e-02	2.319333634124319272e-03	6.715689734175166138e-04	2.084001657018851324e-05	7.688795593996637645e-02	6.824599720312618676e-11	7.365498445275704871e-05
8.000000000000000000e+01	6.914887731005987298e-26	9.059113426028213290e-03	6.261197290755061116e-03	1.996619685239672468e-02	2.931792939274271287e-02	1.093213270534438251e-02	2.059884725158511230e-26	9.598868874029222978e-26	1.511380327923741788e-25	1.215308579219302748e-26	1.113270232903669249e-25	6.027181650872930063e-02	6.993641348398312064e-06	6.473448997849773101e-08	3.882958576457950367e-02	1.536954156104734773e-07	2.155824129016279695e-11	1.248851083481301419e-12	8.220806795410090517e-02	7.752900252553095476e-04	4.615062443867085085e-03
8.500000000000000000e+01	2.078545566331737056e-29	9.145775480247067893e-03	4.333958732580924476e-03	1.834451164798388267e-02	2.639715685939580253e-02	9.667274954901702855e-03	4.613913452844550730e-37	8.361569823704480835e-32	2.730663039380803879e-30	9.782437934270828220e-30	2.446497334690426693e-30	9.126138816993574487e-02	3.122562513465738777e-07	7.271485806792808583e-08	3.616859751972165832e-02	9.044433094063422887e-11	1.125958571598650452e-12	3.023221368212866290e-11	7.760510065304664085e-02	9.167165401230623610e-07	8.511011498812226151e-08
9.000000000000000000e+01	1.607839854547128297e-32	8.563544444370239581e-03	3.502252557750702797e-03	1.636876102007683159e-02	2.365527041405386319e-02	8.110684581842077939e-03	2.993620078300485256e-35	1.404001165344306704e-35	9.998835270693135892e-35	7.252509589701542984e-33	1.281621644187891976e-33	8.714911601401506558e-02	1.801757802711981858e-09	6.315811981027639935e-12	3.847523315358331725e-02	2.896836640880773225e-16	3.299393433068805719e-20	2.040922756269506446e-20	6.162563984116027627e-02	2.232784992769462152e-04	2.012156329180550007e-10
9.500000000000000000e+01	1.350065435593453254e-14	5.951946836612141169e-03	5.541619292348604758e-03	1.410938050796951837e-02	2.143114922923037083e-02	6.997430400031763587e-03	2.450636055466927644e-18	5.985614071470419872e-16	3.645189525389498160e-15	6.155256318171038245e-15	3.065571800114218684e-15	1.249195184651150797e-05	3.244957438851007645e-05	1.283912644369057049e-08	3.567940899510131658e-02	4.889668088129444556e-08	6.375063227018820937e-07	2.299818000392818313e-07	3.199761943766568639e-02	4.651446043537731838e-11	1.823483223677953706e-05
1.000000000000000000e+02	9.593016491417831361e-20	5.232476313679935119e-03	4.687391226058184278e-03	1.183650303111393950e-02	1.936413735404380124e-02	5.979473085320971548e-03	2.148485946246585995e-21	1.083044810717495712e-20	2.613458767975521257e-20	6.023390892790537773e-20	3.049603559176621284e-20	7.292191646051323184e-16	5.291568178715230018e-16	4.028869294127209479e-16	3.230529702615159149e-02	1.405350809977593688e-17	1.512975016203919303e-10	5.842318715740795292e-19	1.689517797519247879e-07	1.385587363761908704e-14	8.479756227992624606e-09
1.050000000000000000e+02	2.565421098777620826e-02	4.753337981408841187e-03	4.296110602553159831e-03	1.078365051143819267e-02	1.751852467933215363e-02	6.092638954063131496e-03	3.855444861433987926e-40	1.592811211733754470e-42	4.160937050637577038e-42	2.424523306142302263e-34	1.373149678908724176e-40	3.699919490636474021e-04	2.203184214745365112e-03	1.783983551237890890e-03	2.112603839915670398e-02	7.568422668979419817e-11	3.619983273310027884e-06	2.974525646964166592e-04	1.267669771644903813e-04	9.753681507192955482e-11	1.779587021272784365e-05
1.100000000000000000e+02	1.323901405969750977e-01	5.198877208044060463e-03	4.473812897626243054e-03	1.057817627121810863e-02	1.317396506863011130e-02	5.937935324298245464e-03	7.742054052862401254e-42	3.135378624035707046e-42	4.796065818206117717e-44	1.537043545206739758e-40	4.603445716605614979e-41	4.891631069959597188e-05	3.194878331420496469e-03	2.639382908851220857e-02	2.572529887706953219e-02	7.345742764254942004e-11	2.383236459427679008e-03	1.272809048797256780e-03	3.345279539919730066e-02	9.359142266454636101e-11	3.475881929507988050e-05
1.150000000000000000e+02	2.250955164633079986e-01	1.808177000267652008e-03	1.230460188168988698e-03	3.779561184464152578e-03	7.037043165999156032e-03	1.763274994499793285e-03	1.583731406710657455e-39	6.934252917856865510e-35	1.641998121308336263e-34	4.423372350173490213e-34	3.960213165990750038e-34	1.419251604019120606e-06	6.414810200087220186e-03	8.242263113600636903e-02	1.878637896373439224e-05	1.888581435669253806e-13	2.484639233440211933e-07	1.468067772222917639e-06	1.152990300375074662e-01	2.107431623399316018e-12	8.908094405932458153e-06
1.200000000000000000e+02	2.183789264550192455e-01	3.662212526965433083e-15	4.545832144556889296e-15	1.084021169482863572e-14	2.929805802878544115e-15	2.915205231414328566e-15	4.370371003183680381e-03	2.048590310420717216e-03	6.352176381949181661e-03	6.364419675083053327e-03	1.946306316048306093e-03	1.833645917190205384e-13	6.436973161542127671e-14	2.119959651655029256e-12	2.107789269917887537e-02	1.264783201836925401e-10	6.973845115317593637e-11	6.351508798108792306e-11	7.877358336330300302e-08	1.729758933283101380e-13	1.415284165249021836e-10
1.250000000000000000e+02	1.470210959330982281e-01	6.982205586632309524e-18	2.436515464946132364e-18	1.212140775427181599e-20	2.288637530095237029e-21	2.464022971642575456e-17	5.917748232051422801e-03	3.559727257648992362e-03	8.742979580712781362e-03	1.151773031471112554e-02	2.894061211448536921e-03	1.336577036237561299e-19	2.318334706175445872e-12	3.776216225694735814e-10	4.109822623165346189e-02	1.916346408393593576e-09	3.526827136657132763e-10	2.754325309032111339e-18	1.883188793039723495e-09	1.207610248446325481e-12	1.066719840718692902e-10
1.300000000000000000e+02	1.052683865664127000e-01	8.361442074982474285e-27	2.750544616313540236e-32	1.351701312654837277e-25	1.361361518894918844e-26	2.823410174278962372e-28	6.665294621712931564e-03	3.747572016131683025e-03	8.571417006226378366e-03	1.196203263970782929e-02	1.264730848063874702e-03	1.838030193495953633e-08	8.671237260812447417e-11	1.831285947963023363e-13	7.105038630026271063e-02	7.390664138466475626e-13	4.794639287991116121e-14	1.308794464763760611e-08	2.027370513927141786e-14	9.357369896033866958e-15	1.227566069532984372e-09
1.350000000000000000e+02	7.971483329210247992e-02	1.507734299814076361e-26	1.430298994336793227e-20	2.954414756085864835e-19	1.479968336528434878e-18	2.520982282093668500e-23	6.849398736887534964e-03	3.632823189660914880e-03	7.816556039699818631e-03	1.146808430453566396e-02	1.748168499496856126e-05	3.887453515236103155e-05	1.268095409668207893e-04	2.147059936124066947e-12	8.789398223085204132e-02	3.531982334403168430e-05	9.046920410699814845e-10	2.063410616017868652e-05	2.252331230129205149e-06	1.566779370104890606e-04	6.158899243324778822e-07
1.400000000000000000e+02	6.287556193426810380e-02	9.578612050586664516e-29	1.336451452594673309e-29	3.031903446433786774e-31	7.638271331645971496e-31	1.884209766899765284e-30	6.231482266359632260e-03	3.450435485909000930e-03	6.930513247471971859e-03	1.073750626060655973e-02	7.544880588333262219e-04	3.364827904804097498e-09	8.848882324263604184e-10	3.216652576187554408e-16	7.032315121774566913e-02	8.601826039419539100e-13	6.362673115317000588e-17	1.836182669747792734e-02	1.332395601534056900e-17	1.275361369004294129e-08	2.202414875154176530e-14
1.450000000000000000e+02	5.182653492357059549e-02	1.662178004677551649e-26	3.488543569528556897e-22	9.618679157420714761e-22	1.087498417595748298e-21	3.639695170204074349e-22	4.967180978100561341e-03	3.248732350792684232e-03	6.187691782265435959e-03	1.009017595267760851e-02	3.411685568000744333e-03	1.307242195266973940e-03	4.688228649367659181e-14	7.849359481489661741e-12	1.259546416866809231e-02	8.039903545125152290e-18	4.196769744213364680e-12	6.940094367720662898e-03	2.302957554545869115e-12	6.782356832231578417e-13	4.653005199627013677e-12
1.500000000000000000e+02	4.534861459608451745e-02	1.452835004755015820e-19	9.991962231076713244e-17	2.590686307267504347e-17	2.192105278906721398e-14	5.353877290244667768e-18	4.896038723015248492e-03	2.879637900525091557e-03	5.654420316110857388e-03	9.599416266194689060e-03	3.307983220344489633e-03	7.429852914247754569e-03	7.032182572127245989e-09	2.896583052374197893e-14	8.276578183497826022e-03	6.483946377317798155e-06	4.504715641369143738e-11	1.147509777920735431e-04	1.118471739294062209e-09	1.076621416582185825e-06	1.580920451215734534e-10
1.550000000000000000e+02	4.280234862826322317e-02	7.516878861465306239e-35	2.463327402972961724e-36	5.341035041996712535e-32	2.358118508239255179e-30	1.941998275039014700e-31	4.956964175778758204e-03	2.627299683078315740e-03	5.381784864699448029e-03	9.336291027242527713e-03	3.064929558312465361e-03	7.924120706584937904e-03	5.114996362313736370e-11	5.880648227284053884e-18	2.231160283584278023e-02	2.915211685323863819e-09	2.001749897591272284e-18	8.347409122972135331e-02	9.668907872547420356e-16	2.382246729133119506e-08	4.413453257355070560e-19
1.600000000000000000e+02	4.372972721741871793e-02	2.801462024928690631e-35	2.551921330304718766e-32	3.006283969129501276e-35	8.297013505704483796e-29	3.634505623811009445e-33	5.088162440654864400e-03	2.381787449384898878e-03	5.358308135685520106e-03	9.290972449030075048e-03	3.019794015560258501e-03	1.465221491574821532e-02	6.013322886468472320e-08	6.674004954924832951e-18	2.386181639530335005e-02	1.238041178168940217e-06	4.719167659372059769e-13	9.680799829491804065e-02	1.046000586666273893e-16	5.983877375719359657e-07	9.656610919006431775e-09
1.650000000000000000e+02	4.776912635826262299e-02	3.876389832441056261e-38	9.034231516587225817e-43	3.873526863896711403e-39	1.411255360605260167e-36	1.731564907662096925e-40	5.379857290008419231e-03	2.200811894477951343e-03	5.534706228810942763e-03	9.398082587304859570e-03	2.693561866797151549e-03	2.427555415359442664e-02	1.182203573558505448e-09	1.252902471014450402e-19	2.767599995235399402e-02	1.341148189467445465e-06	9.589115970603353480e-14	6.078179751939234710e-02	1.489375543046168877e-10	4.846851798114307921e-07	6.335047142184990708e-14
1.700000000000000000e+02	5.475402538164204219e-02	9.486631799107668282e-38	1.321393908613200833e-40	1.125866923090633093e-36	8.416609938783079649e-37	1.080274898000571540e-37	6.140521269885395629e-03	1.888356333214253821e-03	5.848484185561342481e-03	9.583538566253249971e-03	1.424389323618781593e-03	3.617155298137524067e-02	1.595077872765922789e-08	6.612237545227793517e-20	5.660874306517531956e-02	1.504939447451024643e-07	3.394055766765196229e-16	4.707061113614535025e-02	2.847809382682945418e-13	1.814223437757816690e-07	8.415948323463000142e-19
1.750000000000000000e+02	6.493192820937285226e-02	4.596045311154158641e-23	1.903558465025137201e-20	7.304134813023888146e-19	3.620186090127885472e-15	7.587546878800857787e-17	4.690931323908768477e-03	2.897229874669553663e-03	6.261311369365329428e-03	9.788954978108468236e-03	4.130472880695608938e-03	2.001339852837344738e-02	1.518039542432994864e-07	1.141378178965217346e-10	5.373819272756863810e-05	4.631807215551433194e-04	4.536144293710943001e-05	4.978451938610105321e-02	2.051758935245294400e-08	1.757213917765195109e-05	1.533858911159043700e-05
1.800000000000000000e+02	7.934946133415765601e-02	2.887461196029009090e-19	1.847083698404302331e-20	3.094342014626518182e-18	1.716613998521779532e-25	1.725193294841995138e-19	4.051965674585071217e-03	4.019514044616498069e-03	6.622191382726414291e-03	9.938389187253768645e-03	4.276586042180072558e-03	2.144295544521218005e-07	7.697269739613687126e-10	1.113621684723932282e-08	5.862890415912015526e-17	1.390163856475160811e-10	2.253285722383223297e-09	6.396375567789336358e-02	2.165660201675092033e-12	2.399054298007992797e-14	3.720110956098843583e-12
1.850000000000000000e+02	1.006855397108587374e-01	4.222254953759458853e-09	8.511214651223395836e-09	1.133282478171902850e-09	5.205507061710876098e-11	2.209495805930552482e-08	3.983573782113954131e-03	4.163640392814999848e-03	7.183029505793388572e-03	1.002236479212881802e-02	4.112146575326046036e-03	5.417756086421945418e-06	7.494337592070596245e-09	3.712595091798571590e-08	8.286297607424539463e-04	6.719817869534180152e-08	7.810136226250221215e-05	5.957632552954161831e-02	2.726443136307033397e-06	6.622004583133999332e-03	1.826021319869254827e-04
1.900000000000000000e+02	1.347600493662093057e-01	1.382226060375933580e-31	4.301877277047891158e-32	5.999247269614266281e-25	6.212480094473729290e-24	4.739913242481118112e-27	3.789393198912028617e-03	4.080099240757106317e-03	6.961113292812558598e-03	9.582291020753405664e-03	4.297574957207929425e-03	9.342235463486895326e-13	2.097714353688658301e-16	7.434219973635104519e-15	2.997143299310859774e-14	7.942766104216311906e-12	1.045996826045949337e-11	4.804366290358816349e-02	8.336778655528054873e-12	1.814812566649768318e-12	8.187866969229956600e-14
1.950000000000000000e+02	1.922303402742350786e-01	7.511008369997452008e-30	1.385833026222603134e-28	3.164858567784676986e-28	5.436438672992018992e-28	1.240258620167710239e-28	3.317731284555547073e-03	3.448507863394166453e-03	6.068393215588385736e-03	7.640877507921603126e-03	3.508369280909302661e-03	6.570370923406045307e-14	1.168130913406592287e-12	9.786970571694863525e-14	1.123827317584001115e-16	2.793714652843641439e-14	3.743067300332181618e-11	7.045747046174374861e-02	4.266921925328727964e-09	2.753980023691034703e-11	1.170065795430098615e-12
2.000000000000000000e+02	2.360835204667119935e-01	5.537258126689232869e-04	2.316663478092524284e-04	1.172755555623825529e-03	3.802591703913512896e-04	5.224254158354324326e-10	1.784283243634279424e-03	1.953609301808107400e-03	2.682723118602737579e-03	3.839124415683448348e-03	2.119518006450135921e-03	2.659221388232846719e-03	9.860565921085189517e-07	1.265145955626141232e-05	3.603910027247283088e-03	2.362076934019986200e-03	4.470244049684020415e-04	1.240630067839159799e-05	2.523086474297812857e-05	1.434900256718671217e-05	5.437511635411420327e-05
2.050000000000000000e+02	2.293875997099984743e-01	1.412300388305339069e-03	2.741632024796210256e-04	3.213157005730252983e-03	5.997472163757537264e-03	5.085135686845128258e-04	6.739270069261776765e-04	8.396458413526933281e-07	2.160876994352849988e-05	7.526721894702206814e-10	3.618991884366662263e-04	8.757492155103421827e-03	6.286916160313468038e-35	1.620241001723610609e-17	3.890661829571941815e-02	1.137144286708619348e-02	4.830758001009025082e-02	2.143417395041604588e-23	2.326287925425270385e-13	2.105856874498074269e-15	1.798633142482861465e-12
2.100000000000000000e+02	1.604230792654288973e-01	1.864809620842720807e-03	1.826021626906944263e-03	3.932628118249536543e-03	5.987550727497089817e-03	2.311089418628033826e-03	1.258926354718102840e-27	4.806659734653241389e-27	2.276894519573841977e-26	9.471609433925325891e-26	1.610571338460462292e-26	6.857727966325636329e-09	9.792742242838106020e-20	7.265551860173479544e-16	1.357241940831580472e-16	9.198647638284386574e-12	2.803971066292677145e-02	2.279310522300771052e-02	1.518521329061234260e-06	3.872294566551073086e-13	1.536618841256792804e-11
2.150000000000000000e+02	1.158719010969389562e-01	2.041280537098386517e-03	2.231184480995985001e-03	4.596165453757712106e-03	6.590755023799656047e-03	2.819479104876850429e-03	2.948821902125606166e-40	1.432060619587352812e-36	1.277891234269991068e-30	2.320136595415154747e-26	8.323129056057341869e-32	7.002390644623273373e-05	3.308285044965874960e-07	1.744620182016753186e-07	6.332793411972898151e-05	8.157061699683752299e-04	2.484115631730404034e-02	1.446113439022229073e-02	1.207703889954077695e-02	2.252972416574798424e-05	7.864432572981759888e-04
2.200000000000000000e+02	9.301455854378533339e-02	2.106645255339745747e-03	2.336158877980856492e-03	4.824210820921285593e-03	6.902297711215818823e-03	3.001512993096072841e-03	2.080568174546009314e-38	1.208697509259450819e-34	2.595042649108557395e-29	2.829297955817266403e-25	2.557749721966831746e-30	7.707795781795860775e-05	1.602371445255066153e-06	1.398089526746125447e-05	7.030387273090499137e-04	7.543584154466272985e-04	2.672790494271001793e-02	7.928730350391113846e-03	5.465385122296336808e-03	3.324438291669511251e-05	2.145049365919860819e-03
