7.740432341848452324e+01	4.343398933681540952e-01	5.089484840213819306e-01	2.649667594799260187e-02	6.050829120926549780e-03	1.444530931058020037e-02	3.706932317870102224e-03	3.232094350599211147e-03
8.224209363213981305e+01	4.644778192886095947e-01	4.755642028225074425e-01	2.788265618970808823e-02	7.104279258301245646e-03	1.484565481677123204e-02	3.843256371505706596e-03	3.502349690101359391e-03
8.707986384579510286e+01	4.877301762176175504e-01	4.488739515816571046e-01	2.935065411537310376e-02	8.214423380119092663e-03	1.527541167277188423e-02	3.988565880913431949e-03	3.787035589052585582e-03
9.191763405945040688e+01	5.055493445807472952e-01	4.274708056347744645e-01	3.088122036901206832e-02	9.366478023151606630e-03	1.572706540630044308e-02	4.140688325181698416e-03	4.084616098337177058e-03
9.675540427310566827e+01	5.190820045039526986e-01	4.102439411756194088e-01	3.245901190204999315e-02	1.054882772680127388e-02	1.619471426175019685e-02	4.297916487172518188e-03	4.393802380158903093e-03
1.015931744867609581e+02	5.292334762700279249e-01	3.963163154586006320e-01	3.407192764571796012e-02	1.175235656435457549e-02	1.667372876575331370e-02	4.458910213119255707e-03	4.713503519931339265e-03
1.064309447004162337e+02	5.367185191316569126e-01	3.849954633550486394e-01	3.571042609783200983e-02	1.296992042394233199e-02	1.716048297851392040e-02	4.622618860061432876e-03	5.042787590449859109e-03
1.112687149140715235e+02	5.421014385707790817e-01	3.757346496834909622e-01	3.736698653668710929e-02	1.419593041379143758e-02	1.765214234208015501e-02	4.788220076573675502e-03	5.380850814102815065e-03
1.161064851277267991e+02	5.458277522398311543e-01	3.681021977495611552e-01	3.903568363307075018e-02	1.542602400164101717e-02	1.814649621249202552e-02	4.955071478754407774e-03	5.726993122154775545e-03
1.209442553413820747e+02	5.482491912166708170e-01	3.617572732608562158e-01	4.071185159365287715e-02	1.665680542115061807e-02	1.864182567010874009e-02	5.122672507051726117e-03	6.080598768014294948e-03
1.257820255550373645e+02	5.496434392799192103e-01	3.564307649635855002e-01	4.239181899220725164e-02	1.788564076495301192e-02	1.913679918206245140e-02	5.290634320817693380e-03	6.441120933960127817e-03
1.306197957686926259e+02	5.502297176858470529e-01	3.519101893015710858e-01	4.407269941109254879e-02	1.911049625277266503e-02	1.963039025377488409e-02	5.458656038552080897e-03	6.808069493895069733e-03
1.354575659823479441e+02	5.501810898380112835e-01	3.480277721676217073e-01	4.575222614668227744e-02	2.032981058591791512e-02	2.012181244050116266e-02	5.626505987929926629e-03	7.181001270841266305e-03
1.402953361960032339e+02	5.496341762090263261e-01	3.446510390694000336e-01	4.742862170466144445e-02	2.154239421239823732e-02	2.061046806416784796e-02	5.794006910885304666e-03	7.559512266966428133e-03
1.451331064096584669e+02	5.486968245749319628e-01	3.416753857675439709e-01	4.910049476301047572e-02	2.274734983724498519e-02	2.109590775001332977e-02	5.961024291022196456e-03	7.943231453738614639e-03
1.499708766233137851e+02	5.474541659045494280e-01	3.390182125590248119e-01	5.076675882158530190e-02	2.394400970506243773e-02	2.157779850487789516e-02	6.127457145897768909e-03	8.331815796507853825e-03
1.548086468369690749e+02	5.459733956726890991e-01	3.366142931076865352e-01	5.242656797394053964e-02	2.513188612330986837e-02	2.205589853850261836e-02	6.293230765107592217e-03	8.724946256269150782e-03
1.596464170506243647e+02	5.443075488554224295e-01	3.344121179886921369e-01	5.407926619769534704e-02	2.631063243813656916e-02	2.253003740778512093e-02	6.458290984360686923e-03	9.122324565413104588e-03
1.644841872642796261e+02	5.424984804057173537e-01	3.323710078003245250e-01	5.572434731820744003e-02	2.748001226146544115e-02	2.300010036284667880e-02	6.622599671994845900e-03	9.523670616949090478e-03
1.693219574779349159e+02	5.405792184308632065e-01	3.304588338734801289e-01	5.736142339915290683e-02	2.863987521137434031e-02	2.346601600976042437e-02	6.786131172489292748e-03	9.928720340385175161e-03
1.741597276915902057e+02	5.385758220982602706e-01	3.286502186987064200e-01	5.899019978640698131e-02	2.979013779365478898e-02	2.392774659111470553e-02	6.948869505303738835e-03	1.033722396405854782e-02
1.789974979052454671e+02	5.365088485087127212e-01	3.269251151053796933e-01	6.061045540490878764e-02	3.093076834126073579e-02	2.438528033269396142e-02	7.110806159827271974e-03	1.074894458472219934e-02
1.838352681189008138e+02	5.343945108373011621e-01	3.252676844776569154e-01	6.222202720291602346e-02	3.206177515640125375e-02	2.483862542070480392e-02	7.271938360739210565e-03	1.116365698178596426e-02
1.886730383325560467e+02	5.322455927203371129e-01	3.236654110694091036e-01	6.382479787074843425e-02	3.318319718007520930e-02	2.528780526567471834e-02	7.432267704547869912e-03	1.158114662671286960e-02
1.935108085462113081e+02	5.300721701909705263e-01	3.221084027267667738e-01	6.541868614483720146e-02	3.429509665599501239e-02	2.573285478154950512e-02	7.591799088966890915e-03	1.200120884841949023e-02
1.983485787598666263e+02	5.278821816684419188e-01	3.205888387853762511e-01	6.700363915294899053e-02	3.539755336807638708e-02	2.617381746567603445e-02	7.750539873284697026e-03	1.242364812370124090e-02
2.031863489735219162e+02	5.256818779809461217e-01	3.191005341667547124e-01	6.857962637097579639e-02	3.649066011927847020e-02	2.661074311048573782e-02	7.908499220906483468e-03	1.284827746815826906e-02
2.080241191871772060e+02	5.234761776712956172e-01	3.176385952175219685e-01	7.014663485210122229e-02	3.757451918953587378e-02	2.704368601332435285e-02	8.065687585530551332e-03	1.327491790819608670e-02
2.128618894008324673e+02	5.212689475204103084e-01	3.161991479825513873e-01	7.170466546054256318e-02	3.864923956575628400e-02	2.747270357900359963e-02	8.222116310538834030e-03	1.370339801870270290e-02
2.176996596144877287e+02	5.190632240279660081e-01	3.147791236670081094e-01	7.325372989843173532e-02	3.971493478046350667e-02	2.789785523185943708e-02	8.377797317590739493e-03	1.413355351418613993e-02
2.225374298281430470e+02	5.168613882768954282e-01	3.133760892508426488e-01	7.479384835889919814e-02	4.077172123009301097e-02	2.831920157163545296e-02	8.532742865469360519e-03	1.456522688367062335e-02
2.273752000417983652e+02	5.146653039930095819e-01	3.119881137525951642e-01	7.632504767355959008e-02	4.181971687112753799e-02	2.873680372135288541e-02	8.686965364224030761e-03	1.499826706163697940e-02
2.322129702554535982e+02	5.124764265460417523e-01	3.106136626394788158e-01	7.784735985033827688e-02	4.285904021371878675e-02	2.915072282625747260e-02	8.840477232806967511e-03	1.543252912886367532e-02
2.370507404691088880e+02	5.102958890080619980e-01	3.092515144598620980e-01	7.936082091947949113e-02	4.388980954938238171e-02	2.956101967156124499e-02	8.993290790891594541e-03	1.586787403826706716e-02
2.418885106827641494e+02	5.081245700979952762e-01	3.079006950210575466e-01	8.086547002286861852e-02	4.491214236272788457e-02	2.996775439350888789e-02	9.145418177525722198e-03	1.630416836182194129e-02
2.467262808964194392e+02	5.059631478246797709e-01	3.065604254197069611e-01	8.236134869545420900e-02	4.592615488774436094e-02	3.037098626367533416e-02	9.296871290824449546e-03	1.674128405542084710e-02
2.515640511100747290e+02	5.038121418385007599e-01	3.052300810092487549e-01	8.384850029833415541e-02	4.693196177749722753e-02	3.077077353064629553e-02	9.447661744132595379e-03	1.717909823914625864e-02
2.564018213237300188e+02	5.016719468681185568e-01	3.039091590025790879e-01	8.532696957158106277e-02	4.792967586267245922e-02	3.116717330658429902e-02	9.597800835053385896e-03	1.761749299091711074e-02
2.612395915373852517e+02	4.995428591186266698e-01	3.025972528924907312e-01	8.679680228160108202e-02	4.891940797959850457e-02	3.156024148882791841e-02	9.747299524503358348e-03	1.805635515185778292e-02
2.660773617510405415e+02	4.974250971125619425e-01	3.012940322549820249e-01	8.825804494312576576e-02	4.990126685247643634e-02	3.195003270875974161e-02	9.896168423555905952e-03	1.849557614204427533e-02
2.709151319646958882e+02	4.953188181433997306e-01	2.999992268025324926e-01	8.971074460012470886e-02	5.087535901778545561e-02	3.233660030182664707e-02	1.004441778631130593e-02	1.893505178552580201e-02
2.757529021783511780e+02	4.932241312649921494e-01	2.987126137928781122e-01	9.115494865323409135e-02	5.184178878138516466e-02	3.271999629389645697e-02	1.019205750740639557e-02	1.937468214371381586e-02
2.805906723920064678e+02	4.911411075460483944e-01	2.974340080870793712e-01	9.259070472390687478e-02	5.280065820085226569e-02	3.310027140016155722e-02	1.033909712307307625e-02	1.981437135638468988e-02
2.854284426056617008e+02	4.890697881653037760e-01	2.961632542993064554e-01	9.401806054755199038e-02	5.375206708718017340e-02	3.347747503360992694e-02	1.048554581488855483e-02	2.025402748966540281e-02
2.902662128193169337e+02	4.870101908018678594e-01	2.949002205981178237e-01	9.543706388955745801e-02	5.469611302122561608e-02	3.385165532072305361e-02	1.063141241554448231e-02	2.069356239047001611e-02
