1.935108085462113081e+01	4.788123837292529439e-01
2.902662128193169622e+01	2.736784435435344887e-01
3.870216170924226162e+01	2.461363447381302583e-01
4.837770213655283413e+01	1.977875262124338951e-01
5.805324256386339954e+01	1.585746817844628787e-01
6.772878299117397205e+01	1.240725149366632973e-01
7.740432341848452324e+01	1.248037257261243038e-01
8.707986384579510286e+01	1.259901871231352277e-01
9.675540427310566827e+01	1.272057548975610852e-01
1.064309447004162337e+02	1.266239729311698092e-01
1.161064851277267991e+02	1.212750104798426959e-01
1.257820255550373645e+02	1.153365704416721566e-01
1.354575659823479441e+02	1.121639609412076743e-01
1.451331064096584669e+02	1.056888410012834789e-01
1.548086468369690749e+02	1.201080732502171761e-01
1.644841872642796261e+02	1.220990986189845195e-01
1.741597276915902057e+02	1.250670907499822626e-01
1.838352681189008138e+02	1.270198912902257282e-01
1.935108085462113081e+02	1.273902399322779655e-01
2.031863489735219162e+02	1.263549848057208824e-01
2.128618894008324673e+02	1.246032785312639474e-01
2.225374298281430470e+02	1.226761724413278770e-01
2.322129702554535982e+02	1.209010102844624568e-01
2.418885106827641494e+02	1.194110024384986979e-01
2.515640511100747290e+02	1.170382049252247092e-01
2.612395915373852517e+02	1.147030804932615278e-01
2.709151319646958882e+02	1.125481014119843887e-01
2.805906723920064678e+02	1.104903117386184519e-01
2.902662128193169337e+02	1.085191272551512820e-01
2.999417532466276270e+02	1.066485521771348421e-01
3.096172936739380930e+02	1.048615994798473561e-01
3.192928341012487294e+02	1.030964378507307211e-01
3.289683745285592522e+02	1.015413574780392875e-01
3.386439149558698318e+02	1.001456059722809488e-01
3.483194553831804114e+02	9.889431006642911137e-02
3.579949958104909342e+02	9.774907652891841325e-02
3.676705362378016275e+02	9.667246349150089568e-02
3.773460766651120935e+02	9.567671829607807266e-02
3.870216170924226162e+02	9.457995041509313638e-02
3.966971575197332527e+02	9.363362997972449198e-02
4.063726979470438323e+02	9.273964053314991129e-02
4.160482383743544119e+02	9.185487307221115727e-02
4.257237788016648778e+02	9.098176577997681147e-02
4.353993192289755143e+02	9.013802565306003323e-02
4.450748596562860939e+02	8.931296260549974331e-02
4.547504000835967304e+02	8.854847654971778614e-02
4.644259405109071963e+02	8.782923797643604757e-02
4.741014809382177759e+02	8.707595322362157719e-02
4.837770213655284124e+02	8.636921057822981307e-02
4.934525617928388783e+02	8.564958906843021802e-02
5.031281022201495148e+02	8.498517920356414568e-02
5.128036426474600376e+02	8.433277051184634443e-02
5.224791830747705035e+02	8.369105138722020276e-02
5.321547235020811968e+02	8.306753786027527842e-02
5.418302639293917764e+02	8.244089225314626956e-02
5.515058043567023560e+02	8.183640964701782705e-02
5.611813447840129356e+02	8.127891886246398079e-02
5.708568852113234016e+02	8.070273714082351613e-02
5.805324256386339812e+02	8.016537207441357116e-02
5.902079660659445608e+02	7.963718140305957316e-02
5.998835064932552541e+02	7.912504988992166699e-02
6.095590469205657200e+02	7.867155580605036946e-02
6.192345873478761860e+02	7.818582910884254444e-02
6.289101277751868793e+02	7.773137053402753849e-02
6.385856682024975726e+02	7.729517276568399764e-02
6.482612086298080385e+02	7.686878755405626706e-02
6.579367490571185044e+02	7.647487145673219355e-02
6.676122894844290840e+02	7.605735176401240416e-02
6.772878299117396637e+02	7.581500582314604220e-02
6.869633703390502433e+02	7.527793429921844637e-02
6.966389107663608229e+02	7.490447723362037014e-02
7.063144511936714025e+02	7.454147172089767293e-02
7.159899916209819821e+02	7.418127277362536465e-02
7.256655320482924481e+02	7.395540360626952359e-02
7.353410724756030277e+02	7.363046362384785548e-02
7.450166129029136073e+02	7.326682913473675507e-02
7.546921533302243006e+02	7.297121148514446043e-02
7.643676937575347665e+02	7.267968599021065734e-02
7.740432341848452324e+02	7.227390468239389132e-02
7.837187746121558121e+02	7.207134407532202192e-02
7.933943150394665054e+02	7.188850655571070447e-02
8.030698554667769713e+02	7.164155705105439143e-02
8.127453958940876646e+02	7.146419443304743990e-02
8.224209363213982442e+02	7.125264542343592855e-02
8.320964767487085965e+02	7.107969630287427898e-02
8.417720171760191761e+02	7.092393140740774204e-02
8.514475576033297557e+02	7.076795589794117325e-02
8.611230980306403353e+02	7.063442363733486717e-02
8.707986384579510286e+02	7.053189852298544227e-02
8.804741788852616082e+02	7.043349184338126845e-02
8.901497193125721878e+02	7.040001974955056863e-02
8.998252597398827675e+02	7.030239974340095344e-02
9.095008001671932334e+02	7.030079695751111080e-02
9.191763405945038130e+02	7.026682904936353002e-02
9.288518810218145063e+02	7.012796957635394901e-02
9.385274214491247449e+02	7.024547975417222423e-02
9.482029618764355519e+02	7.027791497088432815e-02
9.578785023037459041e+02	7.025918705801392772e-02
9.675540427310568248e+02	7.026398799900508696e-02
9.772295831583674044e+02	7.114679850823621421e-02
9.869051235856777566e+02	7.036460043585747448e-02
9.965806640129884499e+02	7.043216112229802595e-02
