3.000000000000000000e+01	1.852809485623805111e-02
3.500000000000000000e+01	1.852809485623805111e-02
4.000000000000000000e+01	3.735175246693947515e-02
4.500000000000000000e+01	3.735175246693947515e-02
5.000000000000000000e+01	9.910368258384558149e-02
5.500000000000000000e+01	9.910368258384558149e-02
6.000000000000000000e+01	1.197946658140957160e-01
6.500000000000000000e+01	1.197946658140957160e-01
7.000000000000000000e+01	1.210901002820349015e-01
7.500000000000000000e+01	1.210901002820349015e-01
8.000000000000000000e+01	1.140589559801569869e-01
8.500000000000000000e+01	1.140589559801569869e-01
9.000000000000000000e+01	1.026807400156962563e-01
9.500000000000000000e+01	1.026807400156962563e-01
1.000000000000000000e+02	9.161287459967944191e-02
1.050000000000000000e+02	9.161287459967944191e-02
1.100000000000000000e+02	7.259819055692469381e-02
1.150000000000000000e+02	7.259819055692469381e-02
1.200000000000000000e+02	5.163740134074756849e-02
1.250000000000000000e+02	5.163740134074756849e-02
1.300000000000000000e+02	7.100075129761773685e-02
1.350000000000000000e+02	7.100075129761773685e-02
1.400000000000000000e+02	8.045380547220884471e-02
1.450000000000000000e+02	8.045380547220884471e-02
1.500000000000000000e+02	8.240033116690703707e-02
1.550000000000000000e+02	8.240033116690703707e-02
1.600000000000000000e+02	7.993162268594727893e-02
1.650000000000000000e+02	7.993162268594727893e-02
1.700000000000000000e+02	7.456228075224889673e-02
1.750000000000000000e+02	7.456228075224889673e-02
1.800000000000000000e+02	6.647263365460236162e-02
1.850000000000000000e+02	6.647263365460236162e-02
1.900000000000000000e+02	5.405376329228302190e-02
1.950000000000000000e+02	5.405376329228302190e-02
2.000000000000000000e+02	4.278448552483182787e-02
2.050000000000000000e+02	4.278448552483182787e-02
2.100000000000000000e+02	4.540851000249206820e-02
2.150000000000000000e+02	4.540851000249206820e-02
2.200000000000000000e+02	5.589930748524054444e-02
2.250000000000000000e+02	5.589930748524054444e-02
2.300000000000000000e+02	5.719084703172867823e-02
2.350000000000000000e+02	5.719084703172867823e-02
2.400000000000000000e+02	5.260168563535877473e-02
2.450000000000000000e+02	5.260168563535877473e-02
2.500000000000000000e+02	4.242501932861514335e-02
2.550000000000000000e+02	4.242501932861514335e-02
2.600000000000000000e+02	3.767533766221421027e-02
2.650000000000000000e+02	3.767533766221421027e-02
2.700000000000000000e+02	3.865745448295997838e-02
2.750000000000000000e+02	3.865745448295997838e-02
2.800000000000000000e+02	4.583076765150429638e-02
2.850000000000000000e+02	4.583076765150429638e-02
2.900000000000000000e+02	5.027409719884739364e-02
2.950000000000000000e+02	5.027409719884739364e-02
