-2123.520000 -3.491272 0.000000
-2121.396480 -3.494749 0.000000
-2119.272960 -3.498233 0.000000
-2117.149440 -3.501725 0.000000
-2115.025920 -3.505223 0.000000
-2112.902400 -3.508728 0.000000
-2110.778880 -3.512240 0.000000
-2108.655360 -3.515759 0.000000
-2106.531840 -3.519285 0.000000
-2104.408320 -3.522818 0.000000
-2102.284800 -3.526359 0.000000
-2100.161280 -3.529906 0.000000
-2098.037760 -3.533461 0.000000
-2095.914240 -3.537022 0.000000
-2093.790720 -3.540591 0.000000
-2091.667200 -3.544167 0.000000
-2089.543680 -3.547750 0.000000
-2087.420160 -3.551341 0.000000
-2085.296640 -3.554939 0.000000
-2083.173120 -3.558544 0.000000
-2081.049600 -3.562156 0.000000
-2078.926080 -3.565776 0.000000
-2076.802560 -3.569403 0.000000
-2074.679040 -3.573037 0.000000
-2072.555520 -3.576679 0.000000
-2070.432000 -3.580328 0.000000
-2068.308480 -3.583984 0.000000
-2066.184960 -3.587649 0.000000
-2064.061440 -3.591320 0.000000
-2061.937920 -3.594999 0.000000
-2059.814400 -3.598686 0.000000
-2057.690880 -3.602380 0.000000
-2055.567360 -3.606081 0.000000
-2053.443840 -3.609791 0.000000
-2051.320320 -3.613508 0.000000
-2049.196800 -3.617232 0.000000
-2047.073280 -3.620964 0.000000
-2044.949760 -3.624704 0.000000
-2042.826240 -3.628452 0.000000
-2040.702720 -3.632207 0.000000
-2038.579200 -3.635970 0.000000
-2036.455680 -3.639741 0.000000
-2034.332160 -3.643520 0.000000
-2032.208640 -3.647306 0.000000
-2030.085120 -3.651101 0.000000
-2027.961600 -3.654903 0.000000
-2025.838080 -3.658713 0.000000
-2023.714560 -3.662531 0.000000
-2021.591040 -3.666357 0.000000
-2019.467520 -3.670191 0.000000
-2017.344000 -3.674033 0.000000
-2015.220480 -3.677883 0.000000
-2013.096960 -3.681741 0.000000
-2010.973440 -3.685608 0.000000
-2008.849920 -3.689482 0.000000
-2006.726400 -3.693364 0.000000
-2004.602880 -3.697255 0.000000
-2002.479360 -3.701154 0.000000
-2000.355840 -3.705061 0.000000
-1998.232320 -3.708976 0.000000
-1996.108800 -3.712899 0.000000
-1993.985280 -3.716831 0.000000
