1.000657371501907145e+00	1.029583324423825842e-03	-5.852110757151668613e-04	-4.756904873389189697e-04	-1.932748205985022416e-03	5.219537327333466760e-04	7.847412099732144208e-04
9.203509195898539330e-01	8.310064920838756627e-03	2.960535533320647963e-02	1.873714718439054711e-02	8.304842176849926844e-03	4.386234809731379310e-03	1.030543598512735290e-02
8.474795482750084874e-01	1.491880270754925367e-02	5.707724045589007700e-02	3.614496313935842281e-02	1.675620304603912814e-02	8.184494376842864696e-03	1.943874799931026923e-02
7.813548891614228165e-01	2.091803326579181471e-02	8.201476910700537803e-02	5.193829152676902178e-02	2.421127454646501004e-02	1.170901311295731613e-02	2.785372927958721864e-02
7.213523056503152731e-01	2.636423191026315144e-02	1.046438002432805991e-01	6.626879068099027215e-02	3.092116748411722141e-02	1.492785871205597019e-02	3.552184531897616127e-02
6.669049924048437994e-01	3.130864610525953273e-02	1.251769045910166300e-01	7.927195050184303315e-02	3.699550517833118807e-02	1.785407600617107751e-02	4.248792521253325766e-02
6.174986211091532118e-01	3.579777949539807852e-02	1.438079635444827198e-01	9.107060206539092928e-02	4.250354769028490826e-02	2.051069837882926392e-02	4.881078771645951803e-02
5.726664819436687592e-01	3.987383112321737921e-02	1.607130368435991941e-01	1.017762306127377586e-01	4.750039652374019039e-02	2.292160342888655694e-02	5.454841952414885703e-02
5.319850748813246266e-01	4.357509398263549605e-02	1.760519003465560173e-01	1.114900134616398503e-01	5.203406231754104799e-02	2.510924978844543409e-02	5.975460522185643136e-02
4.950701091585577585e-01	4.693631667311350120e-02	1.899695390492691094e-01	1.203037648352611594e-01	5.614759930152295186e-02	2.709422769196117436e-02	6.447844329031245103e-02
4.615728731306910082e-01	4.998903157080944459e-02	2.025975145741504002e-01	1.283007994771857008e-01	5.987994399395011463e-02	2.889527734569495576e-02	6.876455990751710601e-02
4.311769402200841816e-01	5.276185261671603732e-02	2.140552077033071598e-01	1.355567186237804644e-01	6.326639409011916571e-02	3.052941895475549255e-02	7.265346779123589560e-02
