1.000826257018363918e+00	9.862490306958762026e-04	-6.222334231207057127e-04	-5.697263234278788797e-04	-1.975475186384108642e-03	5.677713231534334921e-04	7.871575607180185917e-04
9.113592794029062860e-01	7.344884813294041970e-02	6.920516545263375070e-03	4.090552126443682684e-03	1.452530207005154998e-02	-2.991478646753259561e-03	-7.353019630853260824e-03
8.408621782435283798e-01	1.288318125726806984e-01	1.068721165161688226e-02	1.035477059981811977e-02	2.155982822408081256e-02	-4.120499619756716990e-03	-8.175301671969264355e-03
7.842929481990212892e-01	1.688324351232849407e-01	1.460354255719917109e-02	1.693086304342687753e-02	2.782474941225987486e-02	-4.570092054223883621e-03	-7.914446280969721775e-03
7.383443755984756551e-01	1.974773341923656278e-01	1.860123943516947195e-02	2.351352935079582124e-02	3.352875079240542205e-02	-4.528809217074841569e-03	-6.936420152137810595e-03
7.005469803667677686e-01	2.177717133414216188e-01	2.260712595178061488e-02	2.994029296316319186e-02	3.873707203319851078e-02	-4.117662256336646585e-03	-5.485522399996270969e-03
6.690493764477551952e-01	2.319383229533861224e-01	2.657162255475928672e-02	3.610879132992499824e-02	4.349993108804547925e-02	-3.428675563668564033e-03	-3.739368810204314088e-03
6.424599215065006641e-01	2.416201730599683017e-01	3.046206630310119984e-02	4.195613808429849573e-02	4.785985090091222915e-02	-2.532907691956453981e-03	-1.825242162826397254e-03
6.197292781276594331e-01	2.480309339896182852e-01	3.425767092548651083e-02	4.744724310967071701e-02	5.185364506927234163e-02	-1.485405533853744820e-03	1.666343121461515142e-04
6.000632429242860333e-01	2.520663765049636629e-01	3.794591697546770975e-02	5.256656832877341229e-02	5.551362126006738340e-02	-3.288856578873853632e-04	2.173159664328635533e-03
5.828580182890170658e-01	2.543869414113340000e-01	4.151997832980015846e-02	5.731213881418244921e-02	5.886844909262579917e-02	9.034623270915437959e-04	4.151011735948179592e-03
5.676521283676421170e-01	2.554789141437613376e-01	4.497689724428204083e-02	6.169119125661164799e-02	6.194380479574256720e-02	2.185830449135321533e-03	6.071233742823829889e-03
5.540906808452285004e-01	2.556997442201924264e-01	4.831629845258855749e-02	6.571702538100407387e-02	6.476285586817327744e-02	3.498146105762984463e-03	7.915249127047923466e-03
5.418987878149967852e-01	2.553116152572295627e-01	5.153948998608032239e-02	6.940673927541601840e-02	6.734662994370395339e-02	4.824805466889315990e-03	9.671932255680202109e-03
5.308617830139816807e-01	2.545063083465665121e-01	5.464884022237324196e-02	7.277961317707891398e-02	6.971429967361261748e-02	6.153696366916780111e-03	1.133545919946751628e-02
5.208104835204726557e-01	2.534236138412589989e-01	5.764735122772737114e-02	7.585596794025625811e-02	7.188340656253132399e-02	7.475442416947125808e-03	1.290373449080467125e-02
5.116101967936563799e-01	2.521649627733254517e-01	6.053837074357750619e-02	7.865637002085866525e-02	7.387004026543039781e-02	8.782816561824672436e-03	1.437724284132727189e-02
5.031525095909737955e-01	2.508035164305861264e-01	6.332540138850827061e-02	8.120108853874455357e-02	7.568898520189268342e-02	1.007028474179422033e-02	1.575821410750117765e-02
4.953491441339888390e-01	2.493916319386089708e-01	6.601197742780036404e-02	8.350973490857749315e-02	7.735384298601721831e-02	1.133364970777518861e-02	1.705001889723231287e-02
4.881273513748753401e-01	2.479663840277466502e-01	6.860158799699712928e-02	8.560103395014356797e-02	7.887713675316547490e-02	1.256977213983083951e-02	1.825673375723779052e-02
4.814264479943796693e-01	2.465536470259196700e-01	7.109763183044465196e-02	8.749268899204322436e-02	8.027040173029353909e-02	1.377635159723301743e-02	1.938283082968630944e-02
4.751952051803896016e-01	2.451711105780952082e-01	7.350339298345162642e-02	8.920131352205508402e-02	8.154426515623773575e-02	1.495175391032446330e-02	2.043295866944222841e-02
4.693898724422553292e-01	2.438305058494082411e-01	7.582203021882912009e-02	9.074240934125261948e-02	8.270851777465394739e-02	1.609487472776439249e-02	2.141178964583549324e-02
4.639726754900281858e-01	2.425392472718209402e-01	7.805657499983338632e-02	9.213037663404885502e-02	8.377217849527243687e-02	1.720503129692648944e-02	2.232391581206968553e-02
4.589106685766075611e-01	2.413016417606300978e-01	8.020993464390924199e-02	9.337854538122601633e-02	8.474355337616212847e-02	1.828187636005172700e-02	2.317377990141051419e-02
4.541748523890516420e-01	2.401197779511223263e-01	8.228489832883556510e-02	9.449922049388469192e-02	8.563028976812309123e-02	1.932532942960949948e-02	2.396563163937060273e-02
4.497394913454555443e-01	2.389941788260844802e-01	8.428414443862884686e-02	9.550373521148713962e-02	8.643942624416951770e-02	2.033552176519346985e-02	2.470350216897422915e-02
4.455815810523244824e-01	2.379242794818739182e-01	8.621024828811559015e-02	9.640250889275434054e-02	8.717743878500729127e-02	2.131275218822803463e-02	2.539119131169776181e-02
4.416804292220403716e-01	2.369087757581058717e-01	8.806568964269924360e-02	9.720510648618779781e-02	8.785028358570055873e-02	2.225745149795630914e-02	2.603226380730522607e-02
4.380173226659279107e-01	2.359458775839278766e-01	8.985285970453189830e-02	9.792029781023724178e-02	8.846343677551812834e-02	2.317015373674879627e-02	2.663005172310472027e-02
4.345752598991033389e-01	2.350334920974708752e-01	9.157406740445549198e-02	9.855611538447767161e-02	8.902193129205308864e-02	2.405147292809481710e-02	2.718766099434293329e-02
4.313387340377735080e-01	2.341693550784215982e-01	9.323154494720257979e-02	9.911990999437367278e-02	8.953039111534016881e-02	2.490208420219683708e-02	2.770798062469237780e-02
4.282935544956514851e-01	2.333511244060593182e-01	9.482745262393435515e-02	9.961840348831103864e-02	8.999306304263941791e-02	2.572270845114155852e-02	2.819369349226458210e-02
4.254266988341094402e-01	2.325764456794413571e-01	9.636388294471277816e-02	1.000577385302995753e-01	9.041384616659534079e-02	2.651409983300169471e-02	2.864728801183950499e-02
4.227261882424806494e-01	2.318429974883244316e-01	9.784286416326329339e-02	1.004435251895542808e-01	9.079631920607117435e-02	2.727703558316093430e-02	2.907107012714788691e-02
4.201809817074272368e-01	2.311485218626786464e-01	9.926636327392336645e-02	1.007808843573533147e-01	9.114376582859640141e-02	2.801230770032148501e-02	2.946717526969832440e-02
4.177808851124049649e-01	2.304908439772250517e-01	1.006362885606088137e-01	1.010744880554386160e-01	9.145919809490364594e-02	2.872071616068343561e-02	2.983758003873657541e-02
4.155164723924414938e-01	2.298678841132540673e-01	1.019544917729450634e-01	1.013285967485973577e-01	9.174537814874994535e-02	2.940306338176593495e-02	3.018411344224304627e-02
4.133790165325758048e-01	2.292776640854741477e-01	1.032227699976577678e-01	1.015470938041826282e-01	9.200483826870659021e-02	3.006014971125994459e-02	3.050846760013822476e-02
4.113604286963239987e-01	2.287183097540108900e-01	1.044428672850961359e-01	1.017335172584188235e-01	9.223989939250357151e-02	3.069276975915759959e-02	3.081220785448666663e-02
4.094532041461931282e-01	2.281880508075821989e-01	1.056164760823843224e-01	1.018910890573006822e-01	9.245268821873053877e-02	3.130170942559726971e-02	3.109678226221195690e-02
4.076503739021918871e-01	2.276852186832192260e-01	1.067452385166607065e-01	1.020227419414752312e-01	9.264515298506870167e-02	3.188774350423107667e-02	3.136353046715610604e-02
4.059454613000222922e-01	2.272082432513637118e-01	1.078307475643950908e-01	1.021311441417934174e-01	9.281907801676202163e-02	3.245163376286351598e-02	3.161369196279985999e-02
4.043324427752565398e-01	2.267556487208670646e-01	1.088745481361960005e-01	1.022187220466594104e-01	9.297609713369736628e-02	3.299412742080834460e-02	3.184841376651542655e-02
4.028057123261539196e-01	2.263260490901256028e-01	1.098781381006588287e-01	1.022876809949425925e-01	9.311770599923782643e-02	3.351595595667141575e-02	3.206875753220857217e-02
4.013600492054554825e-01	2.259181433763930713e-01	1.108429692658755433e-01	1.023400243398442239e-01	9.324527348890385148e-02	3.401783419185033797e-02	3.227570613167975860e-02
3.999905884674309076e-01	2.255307107862101201e-01	1.117704483329590298e-01	1.023775709201998202e-01	9.336005215207399122e-02	3.450045960442606890e-02	3.247016973670278916e-02
3.986927940561426631e-01	2.251626059394767343e-01	1.126619378324941745e-01	1.024019710666577154e-01	9.346318783515349116e-02	3.496451183581313071e-02	3.265299143425660910e-02
3.974624341681666784e-01	2.248127542229236830e-01	1.135187570518479683e-01	1.024147212612485647e-01	9.355572853011781542e-02	3.541065235877161044e-02	3.282495240691907928e-02
3.962955586607624370e-01	2.244801473221098576e-01	1.143421829589874872e-01	1.024171775601671608e-01	9.363863250797195559e-02	3.583952428055396655e-02	3.298677670944606677e-02
3.951884783071850649e-01	2.241638389619447502e-01	1.151334511265375976e-01	1.024105678813489739e-01	9.371277579256986900e-02	3.625175225918639277e-02	3.313913567122302867e-02
3.941377457257358996e-01	2.238629408719967628e-01	1.158937566583207041e-01	1.023960032505581569e-01	9.377895902629118652e-02	3.664794251437984707e-02	3.328265195271369603e-02
3.931401378298800542e-01	2.235766189831782658e-01	1.166242551194450333e-01	1.023744880923179029e-01	9.383791377535528888e-02	3.702868291746104490e-02	3.341790328235638707e-02
3.921926396640998957e-01	2.233040898557024645e-01	1.173260634701380895e-01	1.023469296451670757e-01	9.389030831909127295e-02	3.739454314713334254e-02	3.354542589866756075e-02
3.912924295046652512e-01	2.230446173335402238e-01	1.180002610028344778e-01	1.023141465742974238e-01	9.393675296417530740e-02	3.774607489987420045e-02	3.366571772061731360e-02
3.904368651171665205e-01	2.227975094176645465e-01	1.186478902815614189e-01	1.022768768486836122e-01	9.397780492177276734e-02	3.808381214546365662e-02	3.377924126768881014e-02
3.896234710732648931e-01	2.225621153483685055e-01	1.192699580823232547e-01	1.022357849443486510e-01	9.401397278266103441e-02	3.840827141954932661e-02	3.388642634947322541e-02
3.888499270386429618e-01	2.223378228859114181e-01	1.198674363329604309e-01	1.021914684303097121e-01	9.404572062270391553e-02	3.871995214633699306e-02	3.398767254313603964e-02
3.881140569522023576e-01	2.221240557781227754e-01	1.204412630508419624e-01	1.021444639890849854e-01	9.407347176854785609e-02	3.901933698550208440e-02	3.408335147569345469e-02
3.874138190241236956e-01	2.219202714036304092e-01	1.209923432767276846e-01	1.020952529193850239e-01	9.409761225112858729e-02	3.930689219827851466e-02	3.417380892672211568e-02
3.867472964864678842e-01	2.217259585792888954e-01	1.215215500030715490e-01	1.020442661645736965e-01	9.411849397233590375e-02	3.958306802838428701e-02	3.425936676587563318e-02
3.861126890361631925e-01	2.215406355209347256e-01	1.220297250951564855e-01	1.019918889069403034e-01	9.413643760826401197e-02	3.984829909408051790e-02	3.434032473846234529e-02
3.855083049151912800e-01	2.213638479469061948e-01	1.225176802034782381e-01	1.019384647644259873e-01	9.415173527056094893e-02	4.010300478817376696e-02	3.441696211126189786e-02
3.849325535775433016e-01	2.211951673143488506e-01	1.229861976659201994e-01	1.018842996234345238e-01	9.416465294571978173e-02	4.034758968323861467e-02	3.448953918979690003e-02
3.843839388967295045e-01	2.210341891788488444e-01	1.234360313983497853e-01	1.018296651384949514e-01	9.417543273051631747e-02	4.058244393971012498e-02	3.455829871735300457e-02
3.838610528715315495e-01	2.208805316685581721e-01	1.238679077724206129e-01	1.017748019270247051e-01	9.418429488038758401e-02	4.080794371484829791e-02	3.462346716522909928e-02
3.833625697910914565e-01	2.207338340645024766e-01	1.242825264794407830e-01	1.017199224850412059e-01	9.419143968615337204e-02	4.102445157085219535e-02	3.468525592291821918e-02
3.828872408236665970e-01	2.205937554793351851e-01	1.246805613793512402e-01	1.016652138475101080e-01	9.419704919325043446e-02	4.123231688066960471e-02	3.474386239622195144e-02
3.824338889963050381e-01	2.204599736273551436e-01	1.250626613339132220e-01	1.016108400150445706e-01	9.420128877649794341e-02	4.143187623024240096e-02	3.479947102064746139e-02
3.820014045352936871e-01	2.203321836791018729e-01	1.254294510234024440e-01	1.015569441668410511e-01	9.420430858235805116e-02	4.162345381614790396e-02	3.485225419684842563e-02
3.815887405397222487e-01	2.202100971943305174e-01	1.257815317461522253e-01	1.015036506780670617e-01	9.420624484967263235e-02	4.180736183773905990e-02	3.490237315431488768e-02
3.811949089626284204e-01	2.200934411276044278e-01	1.261194822004111094e-01	1.014510669583739283e-01	9.420722111894741513e-02	4.198390088302703799e-02	3.494997874901027007e-02
3.808189768763823868e-01	2.199819569012278486e-01	1.264438592481387791e-01	1.013992851268528117e-01	9.420734933947572110e-02	4.215336030770982373e-02	3.499521220021459267e-02
3.804600630006771955e-01	2.198753995405728912e-01	1.267551986603737690e-01	1.013483835373990144e-01	9.420673088277131679e-02	4.231601860681718369e-02	3.503820577137543163e-02
3.801173344733312920e-01	2.197735368672742995e-01	1.270540158439528999e-01	1.012984281673333653e-01	9.420545747013223115e-02	4.247214377856646517e-02	3.507908339940486037e-02
3.797900038455135907e-01	2.196761487460379969e-01	1.273408065494062436e-01	1.012494738809896211e-01	9.420361202147117807e-02	4.262199368009763484e-02	3.511796127648365157e-02
3.794773262847138673e-01	2.195830263812606487e-01	1.276160475599717736e-01	1.012015655790700214e-01	9.420126943201910519e-02	4.276581637483634762e-02	3.515494838812720929e-02
3.791785969698192038e-01	2.194939716598020285e-01	1.278801973616828791e-01	1.011547392435688947e-01	9.419849728289546309e-02	4.290385047129186002e-02	3.519014701093880343e-02
3.788931486640360613e-01	2.194087965366085524e-01	1.281336967945782279e-01	1.011090228873085112e-01	9.419535649109161968e-02	4.303632545315209251e-02	3.522365317322186801e-02
3.786203494525194890e-01	2.193273224601414717e-01	1.283769696851284614e-01	1.010644374163278264e-01	9.419190190393553208e-02	4.316346200059414245e-02	3.525555708135237609e-02
3.783596006324966843e-01	2.192493798347448508e-01	1.286104234600206342e-01	1.010209974126868582e-01	9.418818284269048213e-02	4.328547230276857949e-02	3.528594351458995415e-02
3.781103347447477003e-01	2.191748075173587385e-01	1.288344497414926071e-01	1.009787118446063836e-01	9.418424359955725189e-02	4.340256036145060531e-02	3.531489219078579739e-02
