0.000000000000000000e+00	4.598004315766116533e-03
4.837770213655283591e+00	4.530815115542060831e-03
9.675540427310567182e+00	4.521262349474116163e-03
1.451331064096584811e+01	4.040996342044972031e-03
1.935108085462113081e+01	4.002782634124172310e-03
2.418885106827641707e+01	4.138252331276847350e-03
2.902662128193169622e+01	4.235247578656012139e-03
3.386439149558698603e+01	4.315285253678468290e-03
3.870216170924226162e+01	2.662370201191198958e-03
4.353993192289755143e+01	2.751895347194583709e-03
4.837770213655283413e+01	2.820112660351419432e-03
5.321547235020811684e+01	2.919801295231062334e-03
5.805324256386339954e+01	3.078942741963802774e-03
6.289101277751868224e+01	2.918902356537411702e-03
6.772878299117397205e+01	3.052722355207951495e-03
7.256655320482924765e+01	3.168222356052988794e-03
7.740432341848452324e+01	3.268143625988033808e-03
8.224209363213981305e+01	3.351009459821598611e-03
8.707986384579510286e+01	3.702359518923329339e-03
9.191763405945040688e+01	3.767237483704177076e-03
9.675540427310566827e+01	3.818723108952323721e-03
1.015931744867609581e+02	3.850815989554313978e-03
1.064309447004162337e+02	1.791046180598115370e-03
1.112687149140715235e+02	1.841815845667905830e-03
1.161064851277267991e+02	1.975182218757740461e-03
1.209442553413820747e+02	2.055407756967499514e-03
1.257820255550373645e+02	2.091867110226426803e-03
1.306197957686926259e+02	2.140748279280980330e-03
1.354575659823479441e+02	2.178012555126247491e-03
1.402953361960032339e+02	2.197120398711340742e-03
1.451331064096584669e+02	2.192537620199738833e-03
1.499708766233137851e+02	2.167074473317618776e-03
1.548086468369690749e+02	2.133207722530690038e-03
1.596464170506243647e+02	1.621653138809474358e-03
1.644841872642796261e+02	1.602147809054876859e-03
1.693219574779349159e+02	1.597956881269380373e-03
1.741597276915902057e+02	1.606960949515094965e-03
1.789974979052454671e+02	1.630605824041753702e-03
1.838352681189008138e+02	1.666673230053974161e-03
1.886730383325560467e+02	1.179999663702012121e-03
1.935108085462113081e+02	1.241820273419884423e-03
1.983485787598666263e+02	1.298820934493631358e-03
2.031863489735219162e+02	1.332346762346307053e-03
2.080241191871772060e+02	1.314805713447102882e-03
2.128618894008324673e+02	1.280557699181945289e-03
2.176996596144877287e+02	1.231858697549244016e-03
2.225374298281430470e+02	1.178891390229752211e-03
2.273752000417983652e+02	1.130287894968521603e-03
